Lon,Lat
-73.8634145,40.841258
-73.8634145,40.841258
-73.8535073,40.8376796
-78.5079989,-0.0952434
-73.8609268,40.8346086
-78.5079989,-0.0952434
-73.8609268,40.8346086
-78.5079989,-0.0952434
-73.8609268,40.8346086
-73.8611279,40.8375958
-73.8609268,40.8346086
-73.8543985,40.8370586
-78.5079989,-0.0952434
-73.8591794,40.8384045
-78.5079989,-0.0952434
-73.8634145,40.841258
-78.5079989,-0.0952434
-94.9304077,39.327932
-73.864427,40.8410515
-73.8909693,40.8453781
-73.864427,40.8410515
-78.5079989,-0.0952434
-73.864427,40.8410515
-78.5079989,-0.0952434
-73.8543985,40.8370586
-73.8634145,40.841258
-73.864427,40.8410515
-73.8634145,40.841258
-78.5079989,-0.0952434
-78.5079989,-0.0952434
-78.5079989,-0.0952434
-73.8634145,40.841258
-78.5079989,-0.0952434
-73.8634145,40.841258
-71.0588801,42.3600825
-110.0155079,48.3183969
-73.8873568,40.8426982
-87.7831573,41.5878032
-73.9846842,40.7216688
-73.9919101,40.7240965
-73.991226,40.723438
-74.0007536,40.7375212
-73.965151,40.7750534
-105.1073531,39.7255178
-73.979071,40.7668893
-74.0109403,40.7162918
-74.0097722,40.7221373
-86.0549125,39.8109953
-73.9849313,40.7556029
-89.2849796,31.9783534
-73.9916243,40.7332675
-73.9916243,40.7332675
-73.9365841,40.8454459
-73.9365841,40.8454459
-73.9365841,40.8454459
-73.9453992,40.8344115
-73.9453992,40.8344115
-73.9397827,40.8351238
-73.9397827,40.8351238
-73.975876,40.716755
-73.9844722,40.759011
-73.9844722,40.759011
-73.9844722,40.759011
-73.9844722,40.759011
-73.9979707,40.7226717
-73.993628,40.7272842
-73.9980108,40.7293961
-80.0885895,41.3416387
-73.9981322,40.7251925
-73.7031893,40.6838353
-73.7031893,40.6838353
-73.9844722,40.759011
-73.9844722,40.759011
-73.9844722,40.759011
-73.9844722,40.759011
-74.0004449,40.7287995
-73.9941216,40.7266358
-73.9941216,40.7266358
-73.9844722,40.759011
-73.9991252,40.731638
-74.755394,40.205134
-74.0014373,40.7276175
-73.9927978,40.742903
-73.9927978,40.742903
-74.0084222,40.7095328
-73.9844722,40.759011
-73.9844722,40.759011
-73.9844722,40.759011
-73.9844722,40.759011
-79.8106937,36.1353384
-73.979071,40.7668893
-73.954465,40.745483
-73.954465,40.745483
-73.954465,40.745483
-73.954465,40.745483
-73.954465,40.745483
-73.951862,40.7694491
-81.1065556,32.058907
-73.9844722,40.759011
-73.989351,40.7603874
-73.939042,40.748406
-73.9629638,40.7624844
-73.9392088,40.7435032
-97.352926,41.4385545
-73.9666034,40.7615589
-73.9666034,40.7615589
-87.8648605,42.5627587
-73.9357229,40.7410667
-73.954465,40.745483
-73.951389,40.744906
-73.954465,40.745483
-73.951389,40.744906
-74.0037897,40.6338635
-73.993042,40.7527615
-73.8975017,40.8914091
-73.8911225,40.8454084
-73.878349,40.884474
-73.878349,40.884474
-73.878349,40.884474
-73.878349,40.884474
-73.878349,40.884474
-73.878349,40.884474
-73.878349,40.884474
-73.878349,40.884474
-73.878349,40.884474
-73.878349,40.884474
-73.9168002,40.8182385
-73.9168002,40.8182385
-73.9140359,40.8165817
-73.8049015,40.906303
NA,NA
NA,NA
-73.87623,40.838928
-73.8850409,40.8437438
-73.9139651,40.8146111
-73.857157,40.831102
-73.8738959,40.8266655
-73.8605279,40.8160422
NA,NA
-73.8646474,40.8585752
-73.867633,40.856614
-100.5942207,40.9489716
-73.859445,40.895794
NA,NA
-90.9714865,38.3360351
-73.9050357,40.8327336
-73.8878604,40.8511708
-73.8676907,40.8586572
-73.8530381,40.861072
-73.8449961,40.870562
-73.8691575,40.8666101
-73.867633,40.856614
-73.8646474,40.8585752
-73.8876616,40.8373589
-73.864494,40.827926
-73.8605279,40.8160422
-73.8500409,40.839091
-73.8714454,40.8247033
-73.8535073,40.8376796
-73.8533516,40.8921127
-73.8449961,40.870562
NA,NA
-73.8548737,40.900851
-73.859445,40.895794
-73.859445,40.895794
NA,NA
NA,NA
NA,NA
-73.8756159,40.752601
-92.5564544,41.0233732
-94.0814258,45.8974027
-87.2066604,41.5505951
-73.862104,40.7506548
-96.7775203,45.8634311
-82.4566291,43.0384125
-97.7808837,45.8203857
-85.7420126,43.829476
-71.9623916,41.3511016
-71.9623916,41.3511016
-92.0660267,41.9635912
-87.2066604,41.5505951
-94.2344461,36.0572633
-76.6170727,36.2164543
-73.62462,40.631055
-93.7036066,41.5963672
-73.62462,40.631055
-90.8378925,42.0999752
